NP_390268.2|BSU23870	85c20b260e7c9ad5cd979e84709ac315	414	SUPERFAMILY	SSF100879	Lesion bypass DNA polymerase (Y-family), little finger domain	245	343	3.53E-24	T	05-02-2023	IPR036775	DNA polymerase, Y-family, little finger domain superfamily	GO:0003684|GO:0006281
NP_390268.2|BSU23870	85c20b260e7c9ad5cd979e84709ac315	414	CDD	cd03586	PolY_Pol_IV_kappa	9	345	0.0	T	05-02-2023	IPR022880	DNA polymerase IV	GO:0003887
NP_390268.2|BSU23870	85c20b260e7c9ad5cd979e84709ac315	414	Pfam	PF11798	IMS family HHH motif	173	201	2.1E-9	T	05-02-2023	IPR024728	DNA polymerase type-Y, HhH motif	-
NP_388679.1|BSU07980	2555153c83bc52368915bb0852aec5a8	263	Pfam	PF01522	Polysaccharide deacetylase	62	184	6.5E-36	T	05-02-2023	IPR002509	NodB homology domain	GO:0005975|GO:0016810
NP_388679.1|BSU07980	2555153c83bc52368915bb0852aec5a8	263	CDD	cd10948	CE4_BsPdaA_like	28	249	0.0	T	05-02-2023	IPR014235	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA	-
NP_388679.1|BSU07980	2555153c83bc52368915bb0852aec5a8	263	PANTHER	PTHR10587	GLYCOSYL TRANSFERASE-RELATED	59	255	3.4E-53	T	05-02-2023	-	-
NP_388679.1|BSU07980	2555153c83bc52368915bb0852aec5a8	263	SUPERFAMILY	SSF88713	Glycoside hydrolase/deacetylase	33	253	6.43E-66	T	05-02-2023	IPR011330	Glycoside hydrolase/deacetylase, beta/alpha-barrel	GO:0005975
NP_390281.2|BSU24010	be6737f1aa093969bcc8aaa45e183d7d	389	PANTHER	PTHR23506	-	3	371	1.4E-46	T	05-02-2023	-	-
NP_390281.2|BSU24010	be6737f1aa093969bcc8aaa45e183d7d	389	CDD	cd17325	MFS_MdtG_SLC18_like	11	380	2.62579E-62	T	05-02-2023	-	-
NP_390281.2|BSU24010	be6737f1aa093969bcc8aaa45e183d7d	389	Pfam	PF07690	Major Facilitator Superfamily	12	337	5.8E-50	T	05-02-2023	IPR011701	Major facilitator superfamily	GO:0022857|GO:0055085
NP_390281.2|BSU24010	be6737f1aa093969bcc8aaa45e183d7d	389	SUPERFAMILY	SSF103473	MFS general substrate transporter	3	380	2.75E-70	T	05-02-2023	IPR036259	MFS transporter superfamily	-
NP_390144.1|BSU22630	ab10d6c6d9880de29588f7d6524c6c0c	267	SUPERFAMILY	SSF51366	Ribulose-phoshate binding barrel	6	236	5.46E-77	T	05-02-2023	IPR011060	Ribulose-phosphate binding barrel	-
NP_390144.1|BSU22630	ab10d6c6d9880de29588f7d6524c6c0c	267	CDD	cd04724	Tryptophan_synthase_alpha	12	238	6.0095E-109	T	05-02-2023	IPR002028	Tryptophan synthase, alpha chain	GO:0004834|GO:0006568
NP_390144.1|BSU22630	ab10d6c6d9880de29588f7d6524c6c0c	267	FunFam	G3DSA:3.20.20.70:FF:000037	Tryptophan synthase alpha chain	1	258	6.8E-80	T	05-02-2023	-	-
NP_390144.1|BSU22630	ab10d6c6d9880de29588f7d6524c6c0c	267	Pfam	PF00290	Tryptophan synthase alpha chain	5	256	2.0E-100	T	05-02-2023	IPR002028	Tryptophan synthase, alpha chain	GO:0004834|GO:0006568
NP_390144.1|BSU22630	ab10d6c6d9880de29588f7d6524c6c0c	267	PANTHER	PTHR43406	TRYPTOPHAN SYNTHASE, ALPHA CHAIN	9	257	4.8E-78	T	05-02-2023	IPR002028	Tryptophan synthase, alpha chain	GO:0004834|GO:0006568
NP_391780.1|BSU39010	d02dbb861bb03822882291658addd3b9	282	Pfam	PF08241	Methyltransferase domain	97	185	2.5E-9	T	05-02-2023	IPR013216	Methyltransferase type 11	GO:0008168
NP_391780.1|BSU39010	d02dbb861bb03822882291658addd3b9	282	CDD	cd02440	AdoMet_MTases	95	185	0.00356951	T	05-02-2023	-	-
NP_391780.1|BSU39010	d02dbb861bb03822882291658addd3b9	282	PANTHER	PTHR43460	METHYLTRANSFERASE	91	258	3.1E-9	T	05-02-2023	-	-
NP_391780.1|BSU39010	d02dbb861bb03822882291658addd3b9	282	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	9	266	9.9E-26	T	05-02-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	-
NP_388859.1|BSU09780	ea081d0620b8b26289500e00c0f83422	363	Pfam	PF14398	YheC/D like ATP-grasp	98	349	1.2E-65	T	05-02-2023	IPR026838	Endospore coat-associated protein YheC/D	-
NP_388859.1|BSU09780	ea081d0620b8b26289500e00c0f83422	363	PANTHER	PTHR21621	RIBOSOMAL PROTEIN S6 MODIFICATION PROTEIN	107	326	6.7E-9	T	05-02-2023	-	-
NP_388859.1|BSU09780	ea081d0620b8b26289500e00c0f83422	363	SUPERFAMILY	SSF56059	Glutathione synthetase ATP-binding domain-like	107	331	1.63E-20	T	05-02-2023	-	-
NP_391383.1|BSU35030	93c6e628b31a5dd7085eac5e38d3cb06	243	Pfam	PF00392	Bacterial regulatory proteins, gntR family	12	74	2.8E-22	T	05-02-2023	IPR000524	Transcription regulator HTH, GntR	GO:0003700|GO:0006355
NP_391383.1|BSU35030	93c6e628b31a5dd7085eac5e38d3cb06	243	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	4	84	9.4E-26	T	05-02-2023	IPR036390	Winged helix DNA-binding domain superfamily	-
NP_391383.1|BSU35030	93c6e628b31a5dd7085eac5e38d3cb06	243	FunFam	G3DSA:1.10.10.10:FF:000079	GntR family transcriptional regulator	3	79	1.6E-31	T	05-02-2023	-	-
NP_391383.1|BSU35030	93c6e628b31a5dd7085eac5e38d3cb06	243	SUPERFAMILY	SSF64288	Chorismate lyase-like	62	240	8.95E-54	T	05-02-2023	IPR028978	Chorismate pyruvate-lyase/UbiC transcription regulator-associated domain superfamily	-
NP_391383.1|BSU35030	93c6e628b31a5dd7085eac5e38d3cb06	243	PANTHER	PTHR44846	MANNOSYL-D-GLYCERATE TRANSPORT/METABOLISM SYSTEM REPRESSOR MNGR-RELATED	4	236	1.8E-71	T	05-02-2023	-	-
NP_391383.1|BSU35030	93c6e628b31a5dd7085eac5e38d3cb06	243	CDD	cd07377	WHTH_GntR	10	75	1.36481E-29	T	05-02-2023	IPR000524	Transcription regulator HTH, GntR	GO:0003700|GO:0006355
NP_391383.1|BSU35030	93c6e628b31a5dd7085eac5e38d3cb06	243	Pfam	PF07702	UTRA domain	95	233	1.4E-40	T	05-02-2023	IPR011663	UbiC transcription regulator-associated	GO:0003677|GO:0006355
NP_389515.1|BSU16330	15835e79240a6e106ee8eafd31ad45ca	120	CDD	cd17542	REC_CheY	3	119	1.02928E-68	T	05-02-2023	-	-
NP_389515.1|BSU16330	15835e79240a6e106ee8eafd31ad45ca	120	SUPERFAMILY	SSF52172	CheY-like	4	120	8.25E-41	T	05-02-2023	IPR011006	CheY-like superfamily	-
NP_389515.1|BSU16330	15835e79240a6e106ee8eafd31ad45ca	120	PANTHER	PTHR43228	TWO-COMPONENT RESPONSE REGULATOR	4	116	5.8E-35	T	05-02-2023	-	-
NP_389515.1|BSU16330	15835e79240a6e106ee8eafd31ad45ca	120	Pfam	PF00072	Response regulator receiver domain	5	116	1.1E-34	T	05-02-2023	IPR001789	Signal transduction response regulator, receiver domain	GO:0000160
NP_388929.1|BSU10480	62d097ee5a1cb1192c9fb52863b8dd35	207	Pfam	PF09335	SNARE associated Golgi protein	43	160	7.5E-19	T	05-02-2023	IPR032816	SNARE associated Golgi protein	-
NP_388929.1|BSU10480	62d097ee5a1cb1192c9fb52863b8dd35	207	PANTHER	PTHR12677	UNCHARACTERIZED	7	194	5.8E-33	T	05-02-2023	IPR015414	Transmembrane protein TMEM64	GO:0016020
NP_388394.1|BSU05130	0b557623b9cc61d9e3d4f5201f632903	153	FunFam	G3DSA:1.20.58.1290:FF:000002	Transcriptional regulator, CarD	63	153	4.2E-52	T	05-02-2023	-	-
NP_388394.1|BSU05130	0b557623b9cc61d9e3d4f5201f632903	153	SUPERFAMILY	SSF141259	CarD-like	1	59	1.7E-12	T	05-02-2023	IPR036101	CarD-like/TRCF, RNAP-interacting domain superfamily	-
NP_388394.1|BSU05130	0b557623b9cc61d9e3d4f5201f632903	153	Pfam	PF02559	CarD-like/TRCF domain	2	110	1.8E-18	T	05-02-2023	IPR003711	CarD-like/TRCF, RNAP-interacting domain	-
NP_388394.1|BSU05130	0b557623b9cc61d9e3d4f5201f632903	153	PANTHER	PTHR38447	TRANSCRIPTION FACTOR YDEB-RELATED	1	152	4.1E-59	T	05-02-2023	-	-
NP_388394.1|BSU05130	0b557623b9cc61d9e3d4f5201f632903	153	FunFam	G3DSA:2.40.10.170:FF:000008	Transcriptional regulator, CarD	1	62	7.2E-37	T	05-02-2023	-	-
NP_389780.1|BSU18990	23f627ba10d9b5c6d06ed16d64837bf3	152	Pfam	PF14567	SMI1-KNR4 cell-wall	7	137	3.9E-37	T	05-02-2023	-	-
NP_389780.1|BSU18990	23f627ba10d9b5c6d06ed16d64837bf3	152	SUPERFAMILY	SSF160631	SMI1/KNR4-like	1	150	2.62E-42	T	05-02-2023	IPR037883	Knr4/Smi1-like domain superfamily	-
NP_389276.1|BSU13930	1bc6aca6e63bae52fac72ef4a8e74424	342	FunFam	G3DSA:3.40.50.12110:FF:000001	Spore photoproduct lyase	3	115	1.0E-66	T	05-02-2023	-	-
NP_389276.1|BSU13930	1bc6aca6e63bae52fac72ef4a8e74424	342	PANTHER	PTHR37822	SPORE PHOTOPRODUCT LYASE-RELATED	8	340	4.2E-107	T	05-02-2023	-	-
NP_389276.1|BSU13930	1bc6aca6e63bae52fac72ef4a8e74424	342	CDD	cd01335	Radical_SAM	85	297	7.93085E-11	T	05-02-2023	-	-
NP_389276.1|BSU13930	1bc6aca6e63bae52fac72ef4a8e74424	342	SUPERFAMILY	SSF102114	Radical SAM enzymes	85	310	2.62E-6	T	05-02-2023	-	-
NP_389276.1|BSU13930	1bc6aca6e63bae52fac72ef4a8e74424	342	FunFam	G3DSA:3.80.30.30:FF:000001	Spore photoproduct lyase	116	342	3.5E-126	T	05-02-2023	-	-
YP_003097758.1|BSU23401	c078fbed66e6bfa8d859ae2728462f82	203	Pfam	PF14097	Stage V sporulation protein AE1	6	185	1.1E-83	T	05-02-2023	IPR025914	Stage V sporulation protein AE	-
NP_391824.1|BSU39450	78371c3a25864ca8b4893d5b67dd9021	370	Pfam	PF04346	Ethanolamine utilisation protein, EutH	3	353	0.0	T	05-02-2023	IPR007441	Ethanolamine utilisation protein EutH	GO:0016020|GO:0034228|GO:0034229
NP_391824.1|BSU39450	78371c3a25864ca8b4893d5b67dd9021	370	PANTHER	PTHR40089	ETHANOLAMINE UTILIZATION PROTEIN EUTH	1	369	0.0	T	05-02-2023	IPR007441	Ethanolamine utilisation protein EutH	GO:0016020|GO:0034228|GO:0034229
NP_389853.1|BSU19720	e8b5e469e582f8be6b455442e691b29a	217	Pfam	PF01144	Coenzyme A transferase	9	203	2.0E-36	T	05-02-2023	IPR004165	Coenzyme A transferase family I	GO:0008410
NP_389853.1|BSU19720	e8b5e469e582f8be6b455442e691b29a	217	PANTHER	PTHR13707	KETOACID-COENZYME A TRANSFERASE	6	213	2.3E-90	T	05-02-2023	IPR004165	Coenzyme A transferase family I	GO:0008410
NP_389853.1|BSU19720	e8b5e469e582f8be6b455442e691b29a	217	SUPERFAMILY	SSF100950	NagB/RpiA/CoA transferase-like	7	215	1.41E-65	T	05-02-2023	IPR037171	NagB/RpiA transferase-like	-
NP_388056.2|BSU01750	c80099e19704504bea3b079f840fb2ca	273	FunFam	G3DSA:3.40.1700.10:FF:000002	Diadenylate cyclase	94	262	3.9E-78	T	05-02-2023	-	-
NP_388056.2|BSU01750	c80099e19704504bea3b079f840fb2ca	273	Pfam	PF02457	DisA bacterial checkpoint controller nucleotide-binding	118	235	1.1E-43	T	05-02-2023	IPR003390	DNA integrity scanning protein, DisA, N-terminal	-
NP_388056.2|BSU01750	c80099e19704504bea3b079f840fb2ca	273	SUPERFAMILY	SSF143597	YojJ-like	40	240	6.15E-73	T	05-02-2023	IPR036888	DNA integrity scanning protein, DisA, N-terminal domain superfamily	-
NP_388056.2|BSU01750	c80099e19704504bea3b079f840fb2ca	273	PANTHER	PTHR34185	DIADENYLATE CYCLASE	14	271	9.3E-87	T	05-02-2023	-	-
NP_388056.2|BSU01750	c80099e19704504bea3b079f840fb2ca	273	Pfam	PF19293	CdaA N-terminal transmembrane domain	14	84	5.9E-9	T	05-02-2023	IPR045585	Diadenylate cyclase CdaA, N-terminal domain	-
NP_388665.1|BSU07840	c5d4dbbff0cb9ebcc6be38e6c0a0b15b	1462	SUPERFAMILY	SSF56300	Metallo-dependent phosphatases	663	975	6.84E-78	T	05-02-2023	IPR029052	Metallo-dependent phosphatase-like	-
NP_388665.1|BSU07840	c5d4dbbff0cb9ebcc6be38e6c0a0b15b	1462	PANTHER	PTHR11575	5'-NUCLEOTIDASE-RELATED	17	609	0.0	T	05-02-2023	IPR006179	5'-Nucleotidase/apyrase	GO:0009166|GO:0016787
NP_388665.1|BSU07840	c5d4dbbff0cb9ebcc6be38e6c0a0b15b	1462	CDD	cd07410	MPP_CpdB_N	45	346	0.0	T	05-02-2023	IPR041827	CpdB, N-terminal metallophosphatase domain	-
NP_388665.1|BSU07840	c5d4dbbff0cb9ebcc6be38e6c0a0b15b	1462	FunFam	G3DSA:3.90.780.10:FF:000015	Trifunctional nucleotide phosphoesterase protein YfkN	977	1178	1.8E-68	T	05-02-2023	-	-
NP_388665.1|BSU07840	c5d4dbbff0cb9ebcc6be38e6c0a0b15b	1462	FunFam	G3DSA:3.90.780.10:FF:000015	Trifunctional nucleotide phosphoesterase protein YfkN	375	611	3.4E-78	T	05-02-2023	-	-
NP_388665.1|BSU07840	c5d4dbbff0cb9ebcc6be38e6c0a0b15b	1462	SUPERFAMILY	SSF56300	Metallo-dependent phosphatases	40	373	1.82E-85	T	05-02-2023	IPR029052	Metallo-dependent phosphatase-like	-
NP_388665.1|BSU07840	c5d4dbbff0cb9ebcc6be38e6c0a0b15b	1462	SUPERFAMILY	SSF55816	5'-nucleotidase (syn. UDP-sugar hydrolase), C-terminal domain	975	1175	3.79E-61	T	05-02-2023	IPR036907	5'-Nucleotidase, C-terminal domain superfamily	GO:0009166|GO:0016787
NP_388665.1|BSU07840	c5d4dbbff0cb9ebcc6be38e6c0a0b15b	1462	Pfam	PF00149	Calcineurin-like phosphoesterase	46	284	1.1E-15	T	05-02-2023	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type	GO:0016787
NP_388665.1|BSU07840	c5d4dbbff0cb9ebcc6be38e6c0a0b15b	1462	Pfam	PF00149	Calcineurin-like phosphoesterase	669	898	3.3E-16	T	05-02-2023	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type	GO:0016787
NP_388665.1|BSU07840	c5d4dbbff0cb9ebcc6be38e6c0a0b15b	1462	SUPERFAMILY	SSF55816	5'-nucleotidase (syn. UDP-sugar hydrolase), C-terminal domain	375	611	9.29E-47	T	05-02-2023	IPR036907	5'-Nucleotidase, C-terminal domain superfamily	GO:0009166|GO:0016787
NP_388665.1|BSU07840	c5d4dbbff0cb9ebcc6be38e6c0a0b15b	1462	Pfam	PF02872	5'-nucleotidase, C-terminal domain	978	1139	3.7E-45	T	05-02-2023	IPR008334	5'-Nucleotidase, C-terminal	GO:0009166|GO:0016787
NP_388665.1|BSU07840	c5d4dbbff0cb9ebcc6be38e6c0a0b15b	1462	Pfam	PF02872	5'-nucleotidase, C-terminal domain	375	572	2.0E-24	T	05-02-2023	IPR008334	5'-Nucleotidase, C-terminal	GO:0009166|GO:0016787
NP_391613.2|BSU37320	d0b9e28086c7dc6911c9fbdae20e629a	395	CDD	cd17341	MFS_NRT2_like	9	379	1.14245E-102	T	05-02-2023	IPR044772	Nitrate transporter	GO:0015112
NP_391613.2|BSU37320	d0b9e28086c7dc6911c9fbdae20e629a	395	Pfam	PF07690	Major Facilitator Superfamily	16	341	3.9E-43	T	05-02-2023	IPR011701	Major facilitator superfamily	GO:0022857|GO:0055085
NP_391613.2|BSU37320	d0b9e28086c7dc6911c9fbdae20e629a	395	PANTHER	PTHR23515	HIGH-AFFINITY NITRATE TRANSPORTER 2.3	6	381	9.5E-51	T	05-02-2023	IPR044772	Nitrate transporter	GO:0015112
NP_391613.2|BSU37320	d0b9e28086c7dc6911c9fbdae20e629a	395	SUPERFAMILY	SSF103473	MFS general substrate transporter	7	387	4.19E-61	T	05-02-2023	IPR036259	MFS transporter superfamily	-
NP_390965.1|BSU30870	1344dec0fab4be4ac9a4d19d61580a15	316	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	1	313	1.1E-87	T	05-02-2023	IPR036291	NAD(P)-binding domain superfamily	-
NP_390965.1|BSU30870	1344dec0fab4be4ac9a4d19d61580a15	316	Pfam	PF01370	NAD dependent epimerase/dehydratase family	3	242	2.5E-56	T	05-02-2023	IPR001509	NAD-dependent epimerase/dehydratase	-
NP_390965.1|BSU30870	1344dec0fab4be4ac9a4d19d61580a15	316	PANTHER	PTHR43000	DTDP-D-GLUCOSE 4,6-DEHYDRATASE-RELATED	2	306	3.1E-67	T	05-02-2023	-	-
NP_390322.1|BSU24420	6333435700ec8cb2fe080b2c13f4a530	171	Pfam	PF09548	Stage III sporulation protein AB (spore_III_AB)	3	171	1.1E-54	T	05-02-2023	IPR014198	Stage III sporulation protein AB	-
NP_388140.3|BSU02580	0325fa8dc1866c8317431a755a3a81c3	228	Pfam	PF12730	ABC-2 family transporter protein	3	185	9.8E-9	T	05-02-2023	-	-
NP_388833.1|BSU09520	86a92d566a802da37ae07562e8ea44b4	163	CDD	cd06171	Sigma70_r4	99	153	2.88492E-14	T	05-02-2023	-	-
NP_388833.1|BSU09520	86a92d566a802da37ae07562e8ea44b4	163	Pfam	PF04542	Sigma-70 region 2	7	72	7.5E-19	T	05-02-2023	IPR007627	RNA polymerase sigma-70 region 2	GO:0003700|GO:0006352|GO:0006355
NP_388833.1|BSU09520	86a92d566a802da37ae07562e8ea44b4	163	Pfam	PF08281	Sigma-70, region 4	105	152	4.9E-12	T	05-02-2023	IPR013249	RNA polymerase sigma factor 70, region 4 type 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
NP_388833.1|BSU09520	86a92d566a802da37ae07562e8ea44b4	163	SUPERFAMILY	SSF88946	Sigma2 domain of RNA polymerase sigma factors	4	81	4.71E-22	T	05-02-2023	IPR013325	RNA polymerase sigma factor, region 2	GO:0003700|GO:0006352|GO:0006355
NP_388833.1|BSU09520	86a92d566a802da37ae07562e8ea44b4	163	SUPERFAMILY	SSF88659	Sigma3 and sigma4 domains of RNA polymerase sigma factors	93	156	6.35E-14	T	05-02-2023	IPR013324	RNA polymerase sigma factor, region 3/4-like	-
NP_388833.1|BSU09520	86a92d566a802da37ae07562e8ea44b4	163	PANTHER	PTHR43133	RNA POLYMERASE ECF-TYPE SIGMA FACTO	4	158	2.3E-37	T	05-02-2023	IPR039425	RNA polymerase sigma-70 like	-
NP_391599.1|BSU37180	c79a80b021145739ae609b11d71024cf	705	Pfam	PF02754	Cysteine-rich domain	581	668	7.3E-18	T	05-02-2023	IPR004017	Cysteine-rich domain	-
NP_391599.1|BSU37180	c79a80b021145739ae609b11d71024cf	705	Pfam	PF02754	Cysteine-rich domain	459	537	1.5E-5	T	05-02-2023	IPR004017	Cysteine-rich domain	-
NP_391599.1|BSU37180	c79a80b021145739ae609b11d71024cf	705	SUPERFAMILY	SSF46548	alpha-helical ferredoxin	233	399	2.96E-20	T	05-02-2023	-	-
NP_391599.1|BSU37180	c79a80b021145739ae609b11d71024cf	705	SUPERFAMILY	SSF103501	Respiratory nitrate reductase 1 gamma chain	8	241	5.23E-17	T	05-02-2023	IPR036197	NarG-like superfamily	-
NP_391599.1|BSU37180	c79a80b021145739ae609b11d71024cf	705	Pfam	PF13183	4Fe-4S dicluster domain	274	383	2.3E-12	T	05-02-2023	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	-
NP_391599.1|BSU37180	c79a80b021145739ae609b11d71024cf	705	PANTHER	PTHR43255	IRON-SULFUR-BINDING OXIDOREDUCTASE FADF-RELATED-RELATED	22	694	0.0	T	05-02-2023	-	-
NP_388106.1|BSU02240	51a2d15c3513c76b7d5f55ba161a2855	313	PANTHER	PTHR15462	SERINE PROTEASE	43	312	6.1E-49	T	05-02-2023	-	-
NP_388106.1|BSU02240	51a2d15c3513c76b7d5f55ba161a2855	313	Pfam	PF00089	Trypsin	106	308	2.3E-25	T	05-02-2023	IPR001254	Serine proteases, trypsin domain	GO:0004252|GO:0006508
NP_388106.1|BSU02240	51a2d15c3513c76b7d5f55ba161a2855	313	SUPERFAMILY	SSF50494	Trypsin-like serine proteases	90	310	6.34E-34	T	05-02-2023	IPR009003	Peptidase S1, PA clan	-
NP_388275.1|BSU03930	e52516547944dc0022db91e905b5ed0a	261	PANTHER	PTHR42879	3-OXOACYL-(ACYL-CARRIER-PROTEIN) REDUCTASE	4	252	1.5E-70	T	05-02-2023	-	-
NP_388275.1|BSU03930	e52516547944dc0022db91e905b5ed0a	261	Pfam	PF13561	Enoyl-(Acyl carrier protein) reductase	14	251	6.6E-68	T	05-02-2023	-	-
NP_388275.1|BSU03930	e52516547944dc0022db91e905b5ed0a	261	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	6	252	8.73E-83	T	05-02-2023	IPR036291	NAD(P)-binding domain superfamily	-
NP_388275.1|BSU03930	e52516547944dc0022db91e905b5ed0a	261	CDD	cd05358	GlcDH_SDR_c	5	257	0.0	T	05-02-2023	-	-
NP_388275.1|BSU03930	e52516547944dc0022db91e905b5ed0a	261	FunFam	G3DSA:3.40.50.720:FF:000248	Glucose 1-dehydrogenase	1	261	0.0	T	05-02-2023	-	-
NP_388001.1|BSU01200	d48e274fe6a31501d4887f4975c5cd5d	92	Pfam	PF00203	Ribosomal protein S19	3	83	2.2E-36	T	05-02-2023	IPR002222	Ribosomal protein S19/S15	GO:0003735|GO:0005840|GO:0006412
NP_388001.1|BSU01200	d48e274fe6a31501d4887f4975c5cd5d	92	SUPERFAMILY	SSF54570	Ribosomal protein S19	3	84	2.35E-35	T	05-02-2023	IPR023575	Ribosomal protein S19/S15, superfamily	GO:0003735|GO:0005840|GO:0006412
NP_388001.1|BSU01200	d48e274fe6a31501d4887f4975c5cd5d	92	FunFam	G3DSA:3.30.860.10:FF:000001	30S ribosomal protein S19	1	92	4.8E-47	T	05-02-2023	-	-
NP_388001.1|BSU01200	d48e274fe6a31501d4887f4975c5cd5d	92	PANTHER	PTHR11880	RIBOSOMAL PROTEIN S19P FAMILY MEMBER	2	85	1.9E-24	T	05-02-2023	IPR002222	Ribosomal protein S19/S15	GO:0003735|GO:0005840|GO:0006412
NP_389662.1|BSU17790	eaf463dbe9f5e39dd68923ccfa2e2be6	205	Pfam	PF13761	Domain of unknown function (DUF4166)	15	198	5.1E-53	T	05-02-2023	IPR025311	Domain of unknown function DUF4166	-
NP_390865.1|BSU29870	03a85e41f5a81e5cf6e930f02eb99c37	105	Pfam	PF03413	Peptidase propeptide and YPEB domain	29	99	2.9E-8	T	05-02-2023	IPR025711	PepSY domain	-
NP_391941.1|BSU40610	cc6926b7c021598434e12c2d45e36564	251	Pfam	PF10920	Protein of unknown function (DUF2705)	10	244	3.0E-77	T	05-02-2023	IPR024295	Protein of unknown function DUF2705	-
NP_390679.1|BSU28010	bf2381503e2d4fad7da335bd6ab0cb0e	172	Pfam	PF04093	rod shape-determining protein MreD	2	164	1.0E-45	T	05-02-2023	IPR007227	Cell shape-determining protein MreD	GO:0008360|GO:0016020
NP_391692.1|BSU38130	248b12bab2d0b83b92f7e348aa06e0a5	87	Pfam	PF17368	Spore morphogenesis and germination YwcE	2	85	7.0E-44	T	05-02-2023	IPR020185	Spore morphogenesis/germination protein YwcE	-
NP_390309.2|BSU24290	22bc2e1b11d062ac08eb6b1a0071f9e5	84	Pfam	PF02609	Exonuclease VII small subunit	12	61	5.1E-21	T	05-02-2023	IPR003761	Exonuclease VII, small subunit	GO:0006308|GO:0008855|GO:0009318
NP_390309.2|BSU24290	22bc2e1b11d062ac08eb6b1a0071f9e5	84	SUPERFAMILY	SSF116842	XseB-like	5	74	3.4E-22	T	05-02-2023	IPR037004	Exonuclease VII, small subunit superfamily	GO:0006308|GO:0008855|GO:0009318
NP_390309.2|BSU24290	22bc2e1b11d062ac08eb6b1a0071f9e5	84	PANTHER	PTHR34137	EXODEOXYRIBONUCLEASE 7 SMALL SUBUNIT	1	77	7.4E-21	T	05-02-2023	IPR003761	Exonuclease VII, small subunit	GO:0006308|GO:0008855|GO:0009318
NP_389727.2|BSU18450	095cbd185cfb5062a38c5ca6611c0996	1520	CDD	cd00982	gltB_C	1221	1472	0.0	T	05-02-2023	IPR002489	Glutamate synthase, alpha subunit, C-terminal	GO:0016491
NP_389727.2|BSU18450	095cbd185cfb5062a38c5ca6611c0996	1520	FunFam	G3DSA:3.20.20.70:FF:000053	Glutamate synthase large subunit	788	1218	0.0	T	05-02-2023	-	-
